Name_eng;Name_zh;Name_py;Nationality;University;State;Degree_source;Degree_level;Field_main;Field_2;Year_start;Year_end;Honorary;nDeg;start;end;duration;period;Degree_high;Field_high;Life_member;Deceased;Employer_main;Employer_2;Sector_1;Sector_2;Country;City;Street_name;Street_2;Street_nbr;Building;Page;PDF
Sun_Y.F. Ralph;孫景西;Sun Jingxi;Chinese;Brown;Rhode Island;Ph.B.;Bachelor;Humanities;Philosophy;1912;1912;;1;1912;1912;0;1909-1918;Bachelor;Humanities;1931;;Chung Foo Union Bank;;Company;Banking;China;Shanghai;Jinkee;;103;;206;235
Sun_J.H.;孫瑞璜;Sun Ruihuang;Chinese;New York University;New York;B.S.;Bachelor;Sciences;Sciences;1923;1923;;2;1923;1924;1;1919-1935;Master;Sciences;;;Sin-Hua Trust & Savings Bank;;Company;Banking;China;Shanghai;Kiangse;;361;;206;235
Sun_J.H.;孫瑞璜;Sun Ruihuang;Chinese;Columbia;New York;M.S.;Master;Sciences;Sciences;1924;1924;;2;1923;1924;1;1919-1935;Master;Sciences;;;Sin-Hua Trust & Savings Bank;;Company;Banking;China;Shanghai;Kiangse;;361;;206;235
Sun_Fo;孫科;Sun Ke;Chinese;California;California;B.A.;Bachelor;Humanities;Arts;1915;1915;;3;1915;1935;20;1909-1918;Master;Law;1936;;Legislative Yuan;;Central Government;Legislative Yuan;China;Nanking;;;;;206;235
Sun_Fo;孫科;Sun Ke;Chinese;Fudan;Shanghai;LL.D.;Doctorate;Law;Law;1935;1935;Honorary;3;1915;1935;20;1909-1918;Master;Law;1936;;Legislative Yuan;;Central Government;Legislative Yuan;China;Nanking;;;;;206;235
Sun_Fo;孫科;Sun Ke;Chinese;Columbia;New York;M.A.;Master;;;1917;1917;;3;1915;1935;20;1909-1918;Master;Law;1936;;Legislative Yuan;;Central Government;Legislative Yuan;China;Nanking;;;;;206;235
Anderson_Paul M.;安建生;An Jiansheng;Western;Emporia College;Kansas;A.B.;Bachelor;Humanities;Arts;1914;1914;;2;1914;1917;3;1909-1918;Bachelor;Theology;;;Occidental Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;183;212
Anderson_Paul M.;安建生;An Jiansheng;Western;Pittsburg Theological Seminary;Pennsylvania;B.D.;Bachelor;Theology;Theology;1917;1917;;2;1914;1917;3;1909-1918;Bachelor;Theology;;;Occidental Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;183;212
Arnold_Harrison;安樂生;An Yuesheng;Western;California;California;A.B.;Bachelor;Humanities;Arts;1931;1931;;1;1931;1931;0;1919-1935;Bachelor;Humanities;;;Ford Motor Company Exports, Inc.;;Company;Automobile;China;Shanghai;;;244;Hamilton House;183;212
Arnold_Millard;安納德;An Nade;Western;California;California;;;;;1931;1931;;1;1931;1931;0;1919-1935;;;;;National City Bank of New York;;Company;Banking;China;Peiping;;;;;183;212
Arnold_Julean;安諾德;An Nuode;Western;California;California;B.S.;Bachelor;Sciences;Sciences;1902;1902;;2;1902;1919;17;1883-1908;Bachelor;Sciences;1930;;U.S. Department of Commerce;American Commercial Attache;Foreign Government;Administration;China;Shanghai;Canton;;51;;183;212
Arnold_Julean;安諾德;An Nuode;Western;St. John's University;Shanghai;LL.D.;Doctorate;Law;Law;1919;1919;Honorary;2;1902;1919;17;1883-1908;Bachelor;Sciences;1930;;U.S. Department of Commerce;American Commercial Attache;Foreign Government;Administration;China;Shanghai;Canton;;51;;183;212
Sung_Jess;宋以信;Song Yixin;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1931;1931;;1;1931;1931;0;1919-1935;Master;Business & Commerce;;;Butterfield & Swire;;Company;Trade & Business;China;Shanghai;French Bund;;21;;207;236
Soong_T.A.;宋子安;Song Zian;Chinese;Harvard;Massachusetts;B.A.;Bachelor;Humanities;Arts;1928;1928;;1;1928;1928;0;1919-1935;Bachelor;Humanities;1933;;;;;;China;Shanghai;Ghisi;;9;;206;235
Soong_T.V.;宋子文;Song Ziwen;Chinese;Harvard;Massachusetts;B.A.;Bachelor;Humanities;Arts;1917;1917;;2;1917;1929;12;1909-1918;Bachelor;Humanities;1933;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;206;235
Soong_T.V.;宋子文;Song Ziwen;Chinese;St. John's University;Shanghai;LL.D.;Doctorate;Law;Law;1929;1929;Honorary;2;1917;1929;12;1909-1918;Bachelor;Humanities;1933;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;206;235
Soong_T.L.;宋子頁;Song Ziye;Chinese;Vanderbilt;Tennessee;B.A.;Bachelor;Humanities;Arts;1922;1922;;1;1922;1922;0;1919-1935;Bachelor;Humanities;1933;;China Development Finance Corporation;;Company;Banking;China;Shanghai;Kiangse;;181;;206;235
Yung_Kai Man;容啓文;Rong Qiwen;Chinese;Brooklyn Polytechnic Institute;New York;C.E.;Certificate;Engineering;Engineering;1920;1920;;1;1920;1920;0;1919-1935;Certificate;Engineering;;;National Southern Railway (Shanghai-Hangchow Railway);;Central Government;Administration;China;Shanghai;;;127;Embankment building;214;243
Yung_Barlett G.;容覲槐;Rong Jinhuai;Chinese;Yale;Connecticut;B.S.;Bachelor;Sciences;Sciences;1902;1902;;1;1902;1902;0;1883-1908;Bachelor;Sciences;;;Yung & Company, Bartlett;;Company;Company;China;Shanghai;Kiangse;;132;;214;243
Yung_Kuanty;容觀棣;Rong Guandai;Chinese;Coe College;Iowa;B.A.;Bachelor;Humanities;Arts;1927;1927;;2;1927;1928;1;1919-1935;Master;Humanities;;;Kian Gwan Company (India) Ltd.;;Company;Trade & Business;China;Shanghai;;;115;Hamilton House;214;243
Yung_Kuanty;容觀棣;Rong Guandai;Chinese;Iowa State;Iowa;M.A.;Master;;;1928;1928;;2;1927;1928;1;1919-1935;Master;Humanities;;;Kian Gwan Company (India) Ltd.;;Company;Trade & Business;China;Shanghai;;;115;Hamilton House;214;243
Fu_W.S.;富文壽;Fu Wenshou;Chinese;Harvard;Massachusetts;M.D.;Doctorate;Medicine;Medicine;1925;1925;;1;1925;1925;0;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Bubbling Well;;1205;;190;219
Yu_T.M.;尤志邁;You Zhimai;Chinese;Cornell;New York;B.S.A.;Bachelor;Sciences;Agricultural Science;1913;1913;;1;1913;1913;0;1909-1918;Bachelor;Sciences;;;Liberty Dairy, The;;Company;Food;China;Shanghai;Yenping;;260;;214;243
Palmer_Walter;巴孟;Ba Meng;Western;Cornell;New York;B.S.;Bachelor;Sciences;Sciences;1918;1918;;1;1918;1918;0;1909-1918;Bachelor;Sciences;1933;;Standard Vacuum Oil Company;;Company;Chemical;China;Shanghai;Canton;;94;;203;232
Parker_Frederick A.;巴爾克;Ba Erke;Western;Massachusetts Institute of Technology;Massachusetts;B.S.;Bachelor;Sciences;Sciences;1918;1918;;2;1918;1918;0;1909-1918;Bachelor;Sciences;1933;;;;;;Japan;;;;;;203;232
Parker_Frederick A.;巴爾克;Ba Erke;Western;Harvard;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1918;1918;;2;1918;1918;0;1909-1918;Bachelor;Sciences;1933;;;;;;Japan;;;;;;203;232
Tipton_William H.;帖威林;Tie Weilin;Western;Carson-Newman;Tennessee;A.B.;Bachelor;Humanities;Arts;1900;1900;;2;1900;1935;35;1883-1908;Doctorate;Theology;;;China Baptist Publication Society;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;209;;207;236
Tipton_William H.;帖威林;Tie Weilin;Western;Carson-Newman;Tennessee;D.D.;Doctorate;Theology;Theology;1935;1935;;2;1900;1935;35;1883-1908;Doctorate;Theology;;;China Baptist Publication Society;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;209;;207;236
Chang_Samuel H.;張似旭;Zhang Sixu;Chinese;Haverford;Pennsylvania;B.S.;Bachelor;Sciences;Sciences;1924;1924;;1;1924;1924;0;1919-1935;Bachelor;Sciences;1933;;Asia Life Insurance Company;;Company;Insurance;China;Shanghai;Bund;;17;;185;214
Chung_Elbert;張四銘;Zhang Siming;Chinese;Georgetown;District of Columbia;M.D.;Doctorate;Medicine;Medicine;1923;1923;;3;1915;1923;8;1909-1918;Doctorate;Medicine;1934;;;;;;China;Shanghai;Peking;;255;;188;217
Chung_Elbert;張四銘;Zhang Siming;Chinese;Southern California;California;;;;;1915;1917;;3;1915;1923;8;1909-1918;Doctorate;Medicine;1934;;;;;;China;Shanghai;Peking;;255;;188;217
Chung_Elbert;張四銘;Zhang Siming;Chinese;Pennsylvania;Pennsylvania;;;;;1917;1920;;3;1915;1923;8;1909-1918;Doctorate;Medicine;1934;;;;;;China;Shanghai;Peking;;255;;188;217
Chang_Hsueh-Wen;張學文;Zhang Xuewen;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1913;1913;;1;1913;1913;0;1909-1918;Master;Business & Commerce;;;Central Mint;;Central Government;Administration;China;Shanghai;Central;;;;185;214
Chang_Ting-Chin;張廷金;Zhang Tingjin;Chinese;Ohio State;Ohio;M.E.;Master;Engineering;Engineering;1913;1913;;2;1913;1915;2;1909-1918;Master;Engineering;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;185;214
Chang_Ting-Chin;張廷金;Zhang Tingjin;Chinese;Pennsylvania;Pennsylvania;M.E.E.;Master;Engineering;Electrical Engineering;1915;1915;;2;1913;1915;2;1909-1918;Master;Engineering;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;185;214
Chang_Tuh-yui;張德輿;Zhang Deyu;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1924;1924;;1;1924;1924;0;1919-1935;Master;Business & Commerce;1935;;China United Assurance;;Company;Insurance;China;Shanghai;Bubbling Well;;104;;185;214
Chang_Z.L.;張祥麟;Zhang Xianglin;Chinese;Columbia;New York;A.B.;Bachelor;Humanities;Arts;1926;1926;;1;1926;1926;0;1919-1935;Bachelor;Humanities;1930;;;;;;China;Shanghai;Grouchy;;51;;186;215
Hsu_Paul;徐佩瑱;Xu Peitian;Chinese;Massachusetts Institute of Technology;Massachusetts;B.S.;Bachelor;Sciences;Sciences;1914;1914;;1;1914;1914;0;1909-1918;Bachelor;Sciences;;;Municipality of Greater Shanghai;Bureau of Public Utilities;Local Government;Public Utilities;China;Shanghai;Municipality;;251;;193;222
Zee_Andrew;徐安;Xu An;Chinese;Michigan;Michigan;M.S.;Master;Sciences;Sciences;1929;1929;;2;1929;1933;4;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Changping;;679;;215;244
Zee_Andrew;徐安;Xu An;Chinese;Chicago;Illinois;;;;;1931;1933;;2;1929;1933;4;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Changping;;679;;215;244
Zee_T.T.;徐振東;Xu Zhendong;Chinese;Michigan;Michigan;M.S.E.;Master;Engineering;Engineering;1929;1929;;1;1929;1929;0;1919-1935;Master;Engineering;1933;;Sin-Hua Trust & Savings Bank;;Company;Banking;China;Nanking;;;;;215;244
Hsu_Edward Y.;徐瑷;Xu Ai;Chinese;Michigan;Michigan;A.B.;Bachelor;Humanities;Arts;1914;1914;;1;1914;1914;0;1909-1918;Bachelor;Humanities;;;Cathay Motors, Ltd.;;Company;Automobile;China;Shanghai;Medhurst;;271;;192;221
Hsu_W. Imin;徐逸民;Xu Yimin;Chinese;Pennsylvania;Pennsylvania;M.Med.Sc.;Master;Medicine;Medical Sciences;1922;1922;;1;1922;1922;0;1919-1935;Master;Medicine;1931;;;;;;China;Shanghai;Szechuen;;33;;193;222
Tai_Tse-Chien;戴志騫;Dai Zhiqian;Chinese;New York State;New York;B.L.S.;Bachelor;Law;Legal Science;1918;1918;;2;1918;1925;7;1909-1918;Doctorate;Law;1936;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;207;236
Tai_Tse-Chien;戴志騫;Dai Zhiqian;Chinese;Iowa;Iowa;Ph.D.;Doctorate;Undetermined;Undetermined;1925;1925;;2;1918;1925;7;1909-1918;Doctorate;Law;1936;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;207;236
Ngao_Sz-Chow;敖士洲;Ao Shizhou;Chinese;Columbia;New York;M.A.;Master;;;1929;1929;;2;1927;1929;2;1919-1935;Master;;1935;;;;;;China;Shanghai;Delastre;;190;;202;231
Ngao_Sz-Chow;敖士洲;Ao Shizhou;Chinese;Michigan;Michigan;;;;;1927;1928;;2;1927;1929;2;1919-1935;Master;;1935;;;;;;China;Shanghai;Delastre;;190;;202;231
Sze_F.C.;施博羣;Shi Boqun;Chinese;Wisconsin;Wisconsin;B.A.;Bachelor;Humanities;Arts;1918;1918;;2;1918;1919;1;1909-1918;Bachelor;Humanities;1931;;Joint Savings Society;;Company;Banking;China;Shanghai;Szechuen;;261;;207;236
Sze_F.C.;施博羣;Shi Boqun;Chinese;Harvard;Massachusetts;M.A.;Master;;;1919;1919;;2;1918;1919;1;1909-1918;Bachelor;Humanities;1931;;Joint Savings Society;;Company;Banking;China;Shanghai;Szechuen;;261;;207;236
Smith_Bruce M.;施米士;Shi Mishi;Western;Williams College;Massachusetts;B.A.;Bachelor;Humanities;Arts;1915;1915;;1;1915;1915;0;1909-1918;Bachelor;Humanities;1933;;Moody, Inc., Mark L.;;Company;Automobile;China;Shanghai;Edward VII;;80;;206;235
Sze_Ying Tse-yu;施鎣;Shi Ying;Chinese;Columbia;New York;M.S.;Master;Sciences;Sciences;1916;1916;;2;1914;1916;2;1909-1918;Master;Sciences;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;207;236
Sze_Ying Tse-yu;施鎣;Shi Ying;Chinese;Massachusetts Institute of Technology;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1914;1914;;2;1914;1916;2;1909-1918;Master;Sciences;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;207;236
Speers_J.M._Jr.;施雅各;Shi Yage;Western;Princeton;New Jersey;B.A.;Bachelor;Humanities;Arts;1916;1916;;2;1916;1930;14;1909-1918;Master;Humanities;;;;;;;U.S.A.;;;;;;206;235
Speers_J.M._Jr.;施雅各;Shi Yage;Western;New York University;New York;M.A.;Master;;;1930;1930;;2;1916;1930;14;1909-1918;Master;Humanities;;;;;;;U.S.A.;;;;;;206;235
Zau_Z.D.;曹晨濤;Cao Chentao;Chinese;Harvard;Massachusetts;M.D.;Doctorate;Medicine;Medicine;1921;1921;;1;1921;1921;0;1919-1935;Doctorate;Medicine;1934;;;;;;China;Shanghai;Peking;;255;;215;244
Tsao_Y.S.;曹蝥祥;Cao Maoxiang;Chinese;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1911;1911;;2;1911;1914;3;1909-1918;Master;Business & Commerce;1933;;Chinese Red Cross;Red Cross Society;Organization;International;China;Shanghai;Kiukiang;;342;;208;237
Tsao_Y.S.;曹蝥祥;Cao Maoxiang;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1914;1914;;2;1911;1914;3;1909-1918;Master;Business & Commerce;1933;;Chinese Red Cross;Red Cross Society;Organization;International;China;Shanghai;Kiukiang;;342;;208;237
Tseng_Yang-fu;曾養甫;Ceng Yangfu;Chinese;Pittsburg;Pennsylvania;A.M.;Master;Humanities;Arts;1926;1926;;1;1926;1926;0;1919-1935;Master;Humanities;1936;;Canton Municipal Government;;Local Government;Local Government;China;Canton;;;;;208;237
Chu_Percy;朱博泉;Zhu Boquan;Chinese;Columbia;New York;;;;;1919;1920;;2;1919;1920;1;1919-1935;Bachelor;;1933;;Joint Reserve Board;;Company;Banking;China;Shanghai;Hong Kong;;59;;188;217
Chu_Percy;朱博泉;Zhu Boquan;Chinese;New York University;New York;;;;;1919;1920;;2;1919;1920;1;1919-1935;Bachelor;;1933;;Joint Reserve Board;;Company;Banking;China;Shanghai;Hong Kong;;59;;188;217
Jee_Luther M.;朱錫年;Zhu Xinian;Chinese;California;California;B.A.;Bachelor;Humanities;Arts;1909;1909;;2;1909;1909;0;1909-1918;Master;Humanities;1931;;Central Hospital;;Health institution;Hospital;China;Nanking;;;;;194;223
Jee_Luther M.;朱錫年;Zhu Xinian;Chinese;Harvard;Massachusetts;M.A.;Master;;;1909;1909;;2;1909;1909;0;1909-1918;Master;Humanities;1931;;Central Hospital;;Health institution;Hospital;China;Nanking;;;;;194;223
Chu_Fred M.C.;朱霞邨;Zhu Xiacun;Chinese;Y.M.C.A. College;Illinois;B.P.E.;Bachelor;Education;Physical Education;1918;1918;;3;1918;1927;9;1909-1918;Bachelor;Education;;;;;;;China;Shanghai;Jessfield;Chung San;38;Dah Shia Villa;188;217
Chu_Fred M.C.;朱霞邨;Zhu Xiacun;Chinese;Chicago;Illinois;;;;;1919;1919;;3;1918;1927;9;1909-1918;Bachelor;Education;;;;;;;China;Shanghai;Jessfield;Chung San;38;Dah Shia Villa;188;217
Chu_Fred M.C.;朱霞邨;Zhu Xiacun;Chinese;Pratt Institute;New York;;;;;1927;1927;;3;1918;1927;9;1909-1918;Bachelor;Education;;;;;;;China;Shanghai;Jessfield;Chung San;38;Dah Shia Villa;188;217
Lee_Herbert C.T.;李中道;Li Zhongdao;Chinese;Northwestern;Illinois;J.D.;Doctorate;Law;Law;1927;1927;;2;1926;1927;1;1919-1935;Doctorate;Law;;;;;;;China;Shanghai;Peking;;190;;197;226
Lee_Herbert C.T.;李中道;Li Zhongdao;Chinese;Michigan;Michigan;LL.M.;Master;Law;Law;1926;1926;;2;1926;1927;1;1919-1935;Doctorate;Law;;;;;;;China;Shanghai;Peking;;190;;197;226
Lee_Milton C.;李偉民;Li Weimin;Chinese;Columbia;New York;A.B.;Bachelor;Humanities;Arts;1926;1926;;1;1926;1926;0;1919-1935;Bachelor;Humanities;1933;;Bank of China;;Company;Banking;U.S.A.;New York;;;349;;197;226
Lee_J.B.;李博文;Li Bowen;Chinese;California;California;B.S.;Bachelor;Sciences;Sciences;1921;1921;;1;1921;1921;0;1919-1935;Bachelor;Sciences;1930;;;;;;China;Shanghai;;;;P.O Box 1982;197;226
Lee_Alfred S.;李士衡;Li Shiheng;Chinese;Columbia;New York;;;;;1921;1921;;2;1921;1923;2;1919-1935;;;1934;;Monk & Company, A.C.;;Company;Trade & Business;China;Shanghai;Kiangse;;353;;196;225
Lee_Alfred S.;李士衡;Li Shiheng;Chinese;New York University;New York;;;;;1923;1923;;2;1921;1923;2;1919-1935;;;1934;;Monk & Company, A.C.;;Company;Trade & Business;China;Shanghai;Kiangse;;353;;197;226
Li_Kang;李岡;Li Gang;Chinese;George Washington;District of Columbia;M.D.;Doctorate;Medicine;Medicine;1920;1920;;1;1920;1920;0;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;;;1205;;198;227
Li_Teh-young;李得庸;Li Deyong;Chinese;California;California;B.S.;Bachelor;Sciences;Sciences;1919;1919;;1;1919;1919;0;1919-1935;Bachelor;Sciences;1931;;Li & Company, T.Y.;;Company;Company;China;Hankow;;;;;198;227
Li_T.M.;李淸茂;Li Qingmao;Chinese;Pennsylvania;Pennsylvania;M.D.;Doctorate;Medicine;Medicine;1909;1909;;1;1909;1909;0;1909-1918;Doctorate;Medicine;;;;;;;China;Shanghai;Yuen Ming Yuen;;133;;198;227
Lee_Shee-Mou;李熙謀;Li Ximou;Chinese;Harvard;Massachusetts;M.S.;Master;Sciences;Sciences;1922;1922;;3;1918;1922;4;1909-1918;Master;Sciences;;;National Chinan University;;Education;University;China;Shanghai;;;;Chenju;197;226
Lee_Shee-Mou;李熙謀;Li Ximou;Chinese;Massachusetts Institute of Technology;Massachusetts;S.M.;Master;Sciences;Sciences;1918;1918;;3;1918;1922;4;1909-1918;Master;Sciences;;;National Chinan University;;Education;University;China;Shanghai;;;;Chenju;197;226
Lee_Shee-Mou;李熙謀;Li Ximou;Chinese;Massachusetts Institute of Technology;Massachusetts;S.M.;Master;Sciences;Sciences;1919;1919;;3;1918;1922;4;1909-1918;Master;Sciences;;;National Chinan University;;Education;University;China;Shanghai;;;;Chenju;197;226
Lee_T. Tsufan;李祖範;Li Zufan;Chinese;Massachusetts Institute of Technology;Massachusetts;B.A.;Bachelor;Humanities;Arts;1919;1919;;1;1919;1919;0;1919-1935;Bachelor;Humanities;;;China Chemical Works;;Company;Chemical;China;Shanghai;Honan;;257;;197;226
Lee_Tsu Hsien;李祖賢;Li Zuxian;Chinese;Rensselaer Polytechnic Institute;New York;C.E.;Certificate;Engineering;Engineering;1918;1918;;1;1918;1918;0;1909-1918;Certificate;Engineering;;;Continental Corporation of China;;Company;Company;China;Shanghai;Edward VII;;123;;197;226
Lee_John Y.;李耀邦;Li Yaobang;Chinese;Chicago;Illinois;Ph.D.;Doctorate;Undetermined;Undetermined;1915;1915;;2;1907;1915;8;1883-1908;Doctorate;Sciences;1933;;China Scientific Instrument Company;;Company;Mechanical;China;Shanghai;Museum;;131;;197;226
Lee_John Y.;李耀邦;Li Yaobang;Chinese;Chicago;Illinois;S.B.;Bachelor;Sciences;Sciences;1907;1907;;2;1907;1915;8;1883-1908;Doctorate;Sciences;1933;;China Scientific Instrument Company;;Company;Mechanical;China;Shanghai;Museum;;131;;197;226
Li_Kien Yo;李謙若;Li Qianruo;Chinese;Cornell;New York;C.E.;Certificate;Engineering;Engineering;1911;1911;;1;1911;1911;0;1909-1918;Certificate;Engineering;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;198;227
Lee_Dih-yuin;李迪雲;Li Diyun;Chinese;Cornell;New York;M.S.;Master;Sciences;Sciences;1919;1919;;1;1919;1919;0;1919-1935;Master;Sciences;;;China United Assurance;;Company;Insurance;China;Shanghai;Bubbling Well;;140;;197;226
Lee_Poy Gum;李錦沛;Li Jinpei;Chinese;Columbia;New York;B.Arch.;Bachelor;Architecture;Architecture;1922;1922;;2;1922;1922;0;1919-1935;Bachelor;Architecture;;;;;;;China;Shanghai;Kiangse;;;;197;226
Lee_Poy Gum;李錦沛;Li Jinpei;Chinese;Columbia;New York;B.Arch.;Bachelor;Architecture;Architecture;1922;1922;;2;1922;1922;0;1919-1935;Bachelor;Architecture;;;;;;;China;Shanghai;Kiangse;;;;197;226
Li_S.D.;李錫之;Li Xizhi;Chinese;Massachusetts Institute of Technology;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1915;1915;;1;1915;1915;0;1909-1918;Bachelor;Sciences;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;112;Embankment building;198;227
Lee_Sik Chiu;李錫釗;Li Xizhao;Chinese;New Bedford;Massachusetts;S.M.;Master;Sciences;Sciences;1922;1925;;1;1922;1925;3;1919-1935;Master;Sciences;;;Wing On Textile Manufacturing Company;;Company;Textile;China;Shanghai;Markham;;491;;197;226
Lee_Edward W.;李雲階;Li Yunjie;Chinese;New York University;New York;B.C.S.;Bachelor;Business & Commerce;Commercial Sciences;1928;1928;;1;1928;1928;0;1919-1935;Bachelor;Business & Commerce;;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;197;226
Lee_Tsufah;李齟法;Li Jufa;Chinese;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1919;1919;;1;1919;1919;0;1919-1935;Bachelor;Humanities;1933;;Occidental Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;198;227
Matsumato_Shigeharu;松本重治;Song Benzhongzhi;Japanese;Yale;Connecticut;;;;;1925;1925;;1;1925;1925;0;1919-1935;;;;;Shimbun-Rengo-Sha;;Company;Press & Publishing;China;Shanghai;Edward VII;;34;;201;230
Ling_T.G.;林天骥;Lin Tianji;Chinese;Brown;Rhode Island;M.A.;Master;;;1922;1922;;2;1922;1924;2;1919-1935;Doctorate;;;;China Match Company;;Company;Chemical;China;Shanghai;Szechuen;;33;;199;228
Ling_T.G.;林天骥;Lin Tianji;Chinese;Cornell;New York;Ph.D.;Doctorate;Undetermined;Undetermined;1924;1924;;2;1922;1924;2;1919-1935;Doctorate;;;;China Match Company;;Company;Chemical;China;Shanghai;Szechuen;;33;;199;228
Ling_C.P.;林振彬;Lin Zhenbin;Chinese;Rochester;New York;A.B.;Bachelor;Humanities;Arts;1918;1918;;2;1918;1919;1;1909-1918;Master;Humanities;;;China Commercial Advertising Agency;;Company;Trade & Business;China;Shanghai;Hong Kong;;40;;199;228
Ling_C.P.;林振彬;Lin Zhenbin;Chinese;Columbia;New York;M.A.;Master;;;1919;1919;;2;1918;1919;1;1909-1918;Master;Humanities;;;China Commercial Advertising Agency;;Company;Trade & Business;China;Shanghai;Hong Kong;;40;;199;228
Lin_Hsi-cheah;林熙傑;Lin Xijie;Chinese;Iowa State;Iowa;B.S.C.;Bachelor;Business & Commerce;Commercial Sciences;1928;1928;;2;1925;1928;3;1919-1935;Bachelor;Business & Commerce;;;;;;;China;Shanghai;Connaught;;863;;198;227
Lin_Hsi-cheah;林熙傑;Lin Xijie;Chinese;Chicago;Illinois;;;;;1925;1926;;2;1925;1928;3;1919-1935;Bachelor;Business & Commerce;;;;;;;China;Shanghai;Connaught;;863;;198;227
Lum_Kalfred Dip;林罄;Lin Qing;Chinese;Hawaii;Hawaii;A.B.;Bachelor;Humanities;Arts;1922;1922;;3;1922;1927;5;1919-1935;Doctorate;Humanities;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;200;229
Lum_Kalfred Dip;林罄;Lin Qing;Chinese;Columbia;New York;M.A.;Master;;;1924;1924;;3;1922;1927;5;1919-1935;Doctorate;Humanities;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;200;229
Lum_Kalfred Dip;林罄;Lin Qing;Chinese;New York University;New York;Ph.D.;Doctorate;Undetermined;Undetermined;1927;1927;;3;1922;1927;5;1919-1935;Doctorate;Humanities;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;200;229
Lum_Joe W.;林藻垣;Lin Zaoyuan;Chinese;Stanford;California;A.B.;Bachelor;Humanities;Arts;1917;1917;;2;1917;1929;12;1909-1918;Doctorate;Medicine;;;;;;;China;Shanghai;Nanking;;153;;200;229
Lum_Joe W.;林藻垣;Lin Zaoyuan;Chinese;Columbia;New York;D.D.S.;Doctorate;Medicine;Dental Surgery;1929;1929;;2;1917;1929;12;1909-1918;Doctorate;Medicine;;;;;;;China;Shanghai;Nanking;;153;;200;229
Lin_D.Y.;林道揚;Lin Daoyang;Chinese;Massachusetts Agricultural College;Massachusetts;B.S.;Bachelor;Sciences;Sciences;1912;1912;;2;1912;1914;2;1909-1918;Master;Sciences;1931;;;;;;China;Nanking;;;25;Ying Yang Ying;198;227
Lin_D.Y.;林道揚;Lin Daoyang;Chinese;Yale;Connecticut;M.F.;Master;Sciences;Forestry;1914;1914;;2;1912;1914;2;1909-1918;Master;Sciences;1931;;;;;;China;Nanking;;;25;Ying Yang Ying;198;227
Lin_Peter Wei;林障;Lin Zhang;Chinese;Columbia;New York;M.A.;Master;;;1922;1922;;2;1920;1922;2;1919-1935;Master;;;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;198;227
Lin_Peter Wei;林障;Lin Zhang;Chinese;Yale;Connecticut;;;;;1920;1921;;2;1920;1922;2;1919-1935;Master;;;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;199;228
Cornish_Albert C.;柯利士;Ke Lishi;Western;Princeton;New Jersey;C.E.;Certificate;Engineering;Engineering;1911;1911;;1;1911;1911;0;1909-1918;Certificate;Engineering;;;Standard Vacuum Oil Company;;Company;Chemical;China;Shanghai;Canton;;94;;188;217
